node,fairness,goodness,num_ratings_received
3665,0.911305352235984,-1.0,1
4182,1.0,-1.0,1
1211,1.0,-0.9986627189863256,1
1329,0.7990122980489344,-0.9960090122980314,1
5804,1.0,-0.984090391339349,1
5549,0.6242536148234472,-0.9837515248141414,1
2530,1.0,-0.9830143667602744,1
5993,0.9634176036372137,-0.9830143667602744,1
1387,1.0,-0.9810088301360471,1
5791,0.5893836840388613,-0.9736222981718434,2
2209,1.0,-0.9655370133286615,1
5188,0.4600507018474791,-0.9640050602772594,1
3372,1.0,-0.9600291800239311,1
3866,1.0,-0.9561185853151322,2
3993,0.4983072853953944,-0.9548925161284526,1
5547,1.0,-0.9525511217670241,1
1705,1.0,-0.951724329599402,1
1671,0.9384335376025618,-0.951724329599402,1
4438,1.0,-0.9506025503616669,1
2239,1.0,-0.9498167346816562,1
2926,1.0,-0.949369848752768,2
4901,0.9782158406537109,-0.9490689440721154,1
5532,1.0,-0.947352019234543,2
4100,1.0,-0.9472298261032731,1
1572,0.3642956295308938,-0.9467607684598149,1
4065,0.8167126672387689,-0.9461922643030987,1
1756,0.9588003334661495,-0.9461162010104252,6
5973,1.0,-0.945563005511772,1
4344,0.9686687204739077,-0.9450380360482472,1
5887,1.0,-0.9426285829938904,1
5976,1.0,-0.9426285829938904,1
5977,1.0,-0.9426285829938904,1
5901,1.0,-0.9426285829938904,1
5975,1.0,-0.9426285829938904,1
5898,1.0,-0.9426285829938904,1
984,0.9606617076405359,-0.9382923148288027,5
5454,1.0,-0.9382737101000167,1
3409,1.0,-0.9382737101000167,1
1099,0.9579733295826662,-0.9382420166237684,2
3159,1.0,-0.9375038425370947,1
5189,1.0,-0.936180417386294,4
4404,1.0,-0.9345430995534179,2
4502,0.9970577972223242,-0.9338577920716697,2
3472,0.9830048225263143,-0.9335474399807042,2
4706,1.0,-0.9325984760971809,2
5112,1.0,-0.9318230777051633,1
5209,1.0,-0.9318230777051633,1
5210,1.0,-0.9318230777051633,1
5174,1.0,-0.9318230777051633,1
5148,1.0,-0.9318230777051633,1
5154,1.0,-0.9318230777051633,1
5169,1.0,-0.9318230777051633,1
5172,1.0,-0.9318230777051633,1
5173,1.0,-0.9318230777051633,1
5168,1.0,-0.9318230777051633,1
5166,1.0,-0.9318230777051633,1
5116,1.0,-0.9318230777051633,1
5107,1.0,-0.9318230777051633,1
5171,1.0,-0.9318230777051633,1
5170,1.0,-0.9318230777051633,1
5108,1.0,-0.9318230777051633,1
5109,1.0,-0.9318230777051633,1
5111,1.0,-0.9318230777051633,1
5110,1.0,-0.9318230777051633,1
5222,1.0,-0.9318230777051633,1
4766,1.0,-0.9318230777051633,1
5196,1.0,-0.9318230777051633,1
5191,1.0,-0.9318230777051633,1
5114,1.0,-0.9318230777051633,1
5167,1.0,-0.9318230777051633,1
5181,1.0,-0.9318230777051633,1
5177,1.0,-0.9318230777051633,1
5176,1.0,-0.9318230777051633,1
5182,1.0,-0.9318230777051633,1
5223,1.0,-0.9318230777051633,1
5225,1.0,-0.9318230777051633,1
5190,1.0,-0.9318230777051633,1
5230,1.0,-0.9318230777051633,1
5083,1.0,-0.9318230777051633,1
5113,1.0,-0.9318230777051633,1
5106,1.0,-0.9318230777051633,1
5207,1.0,-0.9287064065549745,2
766,0.994104623874514,-0.9279564415404921,1
5036,0.7144997195727247,-0.9279538191520494,3
1308,1.0,-0.9274632689260714,3
