node,fairness,goodness,num_ratings_received
1756,0.9588003334661495,-0.9461162010104252,6
984,0.9606617076405359,-0.9382923148288027,5
5576,1.0,-0.9188348305265953,6
4747,1.0,-0.8343355952960726,14
3760,0.561786385463979,-0.8014837552371867,17
4744,0.46475715405831863,-0.7973266126820994,19
4672,0.6167665931544755,-0.7903855077053239,18
4531,0.5361840229923945,-0.7903228896181322,25
1956,0.9781052948422075,-0.7888082042391006,7
4870,0.575305513734289,-0.7855739716445296,7
3744,0.5669121221609652,-0.7818162394543549,81
4668,0.571392817166742,-0.7576305423676126,16
4669,0.5380800387702722,-0.7452618565054231,16
2581,0.9120898721999628,-0.739933361316774,5
4701,0.5322311885673634,-0.7314591107328832,17
4677,1.0,-0.7281347090412573,17
4743,0.5769575335717749,-0.7203382676771699,16
906,0.9333843673244571,-0.712933862775465,9
3759,0.5876071105005005,-0.7057821749823953,16
2879,0.6161557111984963,-0.7047265118914202,5
4729,0.551127373354954,-0.7007116719171941,7
2881,0.6084483793209516,-0.6941736175396072,6
4676,0.595591951861943,-0.6911602978803074,19
4645,0.9739168507389824,-0.6890098250868567,13
3314,0.4274496780223318,-0.6798520371378993,8
5193,0.4623178800013079,-0.6790751812161239,9
4681,0.555841128136516,-0.6776849281369318,22
4666,0.6057464335155176,-0.6763211199265361,21
5200,0.411080352957342,-0.674583221352277,6
4679,0.5613991862113366,-0.6675687781712433,21
4680,0.5575785439089869,-0.6675505846370183,21
4661,0.579625773561381,-0.6668539905122616,21
4739,1.0,-0.657040188876421,6
5197,0.5220228228499981,-0.654554185391993,8
4682,0.5875117663117644,-0.6544866260953766,20
4678,0.615062836532162,-0.6540493919459498,20
3793,0.8174758186826985,-0.6520877056005687,5
3794,0.8174758186826985,-0.6520877056005687,5
3795,0.8185568523891914,-0.6520877056005687,5
4654,0.5574332288077526,-0.6411769967439089,25
4350,0.9374229638496248,-0.6380330837199006,14
5203,0.4358677946100181,-0.638022197661797,5
5202,0.393387979036532,-0.638022197661797,5
3786,0.8199218857994278,-0.6378917750095604,6
3792,0.8174758186826985,-0.6378917750095604,6
3790,0.8174758186826985,-0.6378917750095604,6
3788,0.8161163884303939,-0.6378917750095604,6
3789,0.820007966994577,-0.6378917750095604,6
3787,0.8256634668224438,-0.6378917750095604,6
3791,0.8174758186826985,-0.6378917750095604,6
