node,fairness,goodness,num_ratings_received
7465,1.0,-1.0,1
7450,1.0,-0.9987541137151569,1
7452,0.7993090903382853,-0.995388906823415,1
7453,1.0,-0.9811991110637734,1
7467,1.0,-0.9713701516885336,1
7541,0.9873632071223141,-0.96737568435822,2
7481,0.580056398204803,-0.9667584043890884,1
7458,1.0,-0.9618865822725184,1
7476,0.46091901205988495,-0.9614955324328427,1
7473,1.0,-0.9543592201446526,1
7592,0.9593345595289958,-0.9502451289752117,6
7456,0.9337659825616194,-0.9483489866405328,1
7454,1.0,-0.9483489866405328,1
7455,0.3619892038050079,-0.9467155627979783,1
7464,1.0,-0.9435960073906916,1
7542,1.0,-0.942941842456866,2
7533,0.9578442747096813,-0.9427774082207829,2
7587,0.9640180792523394,-0.9390197176186132,5
7597,0.9685719303809661,-0.9381315378787171,9
7478,1.0,-0.9337990123887321,1
7572,1.0,-0.9319549083529207,3
7474,1.0,-0.9315244647690794,1
7471,1.0,-0.9315244647690794,1
7475,1.0,-0.9315244647690794,1
7472,1.0,-0.9315244647690794,1
7459,1.0,-0.9315244647690794,1
7470,1.0,-0.9315244647690794,1
7543,1.0,-0.9292983842868515,2
7573,0.964407606849841,-0.928646478246452,3
7468,0.9593329745348511,-0.9267498568900665,1
7469,1.0,-0.9267498568900665,1
7449,0.995638585588813,-0.9260075870150482,1
7545,1.0,-0.9146609208751656,2
7534,1.0,-0.9146346695593297,2
7537,1.0,-0.9106980840644572,2
7567,1.0,-0.9033495852648675,3
7539,1.0,-0.902976031892843,2
7461,0.5568167713574586,-0.8955606188726998,1
7463,1.0,-0.892213727060031,1
7574,1.0,-0.8891438230750484,3
7448,1.0,-0.8878035094788497,1
7462,1.0,-0.8776055919731174,1
7460,1.0,-0.873936993707588,1
7538,0.8956620951998466,-0.8721971150177711,2
7457,0.975320268459781,-0.866241565966968,1
7477,1.0,-0.866241565966968,1
7480,1.0,-0.866241565966968,1
7479,0.9586604191109704,-0.866241565966968,1
7466,0.6792051259422839,-0.83381693664019,1
7441,1.0,-0.8265300004808873,1
7602,0.3513592392127153,-0.8214153077184171,17
7604,0.46472607546414846,-0.8192193336657243,73
7593,0.9731600847603029,-0.793914193042892,7
7555,0.9694446210314336,-0.7795643863707769,3
7601,0.36411840304498133,-0.7366421569228814,16
7586,0.6136881960336744,-0.7188706497250053,6
7596,0.9342041538467075,-0.7143751997985807,9
7515,0.98254242239893,-0.6986804712363397,2
7594,0.4133251962894815,-0.6869528872257014,8
7566,0.9666272467058635,-0.6724468074669775,4
7590,0.9693230244341051,-0.6592717773913536,8
7561,0.8782905430058864,-0.656296534210843,4
7549,1.0,-0.6539220346437596,3
7548,0.9604978004661693,-0.6493059744504283,3
7547,0.9583408453921254,-0.6457857633119443,3
7546,0.9672349772484954,-0.639966744823822,3
7598,0.40983696895905386,-0.626932577613257,19
7599,0.40945971720679986,-0.6269127222579037,19
7585,0.9533024782333315,-0.613880291617152,7
7526,0.9532815383257153,-0.6071357962621781,3
